feature_row_0based,sample_id,official_word_index,official_word,text_char_start_0based,text_char_end_exclusive,bert_token_positions_0based,bert_wordpieces,bert_subword_count,text_feature_valid_mask,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_valid_mask,timestamp_status
190,-THoVjtIkeU$_$12,13,if,56,58,13,if,1,1,4.679999828338623,4.849999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
191,-THoVjtIkeU$_$12,14,we,59,61,14,we,1,1,4.849999904632568,4.980000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
192,-THoVjtIkeU$_$12,15,believe,62,69,15,believe,1,1,4.980000019073486,5.630000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
193,-THoVjtIkeU$_$12,16,that,70,74,16,that,1,1,5.630000114440918,5.760000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
194,-THoVjtIkeU$_$12,17,anything,75,83,17,anything,1,1,5.800000190734863,6.130000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
195,-THoVjtIkeU$_$12,18,is,84,86,18,is,1,1,6.130000114440918,6.239999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
196,-THoVjtIkeU$_$12,19,possible,87,95,19,possible,1,1,6.239999771118164,6.730000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
197,-THoVjtIkeU$_$12,20,if,97,99,21,if,1,1,6.730000019073486,6.860000133514404,1,mfa_primary_unique_word_overlap_auto_qc_pass
198,-THoVjtIkeU$_$12,21,we,100,102,22,we,1,1,6.860000133514404,7.199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
199,-THoVjtIkeU$_$12,22,believe,103,110,23,believe,1,1,7.539999961853027,8.210000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
200,-THoVjtIkeU$_$12,23,that,111,115,24,that,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
201,-THoVjtIkeU$_$12,24,social,116,122,25,social,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
202,-THoVjtIkeU$_$12,25,justice,123,130,26,justice,1,1,9.720000267028809,10.140000343322754,1,mfa_primary_unique_word_overlap_auto_qc_pass
203,-THoVjtIkeU$_$12,26,can,131,134,27,can,1,1,10.140000343322754,10.390000343322754,1,mfa_primary_unique_word_overlap_auto_qc_pass
204,-THoVjtIkeU$_$12,27,be,135,137,28,be,1,1,10.390000343322754,10.510000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
205,-THoVjtIkeU$_$12,28,achieved,138,146,29,achieved,1,1,10.510000228881836,10.979999542236328,1,mfa_primary_unique_word_overlap_auto_qc_pass
206,-THoVjtIkeU$_$12,29,and,147,150,30,and,1,1,10.979999542236328,11.069999694824219,1,mfa_primary_unique_word_overlap_auto_qc_pass
207,-THoVjtIkeU$_$12,30,if,151,153,31,if,1,1,11.069999694824219,11.170000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
208,-THoVjtIkeU$_$12,31,we,154,156,32,we,1,1,11.170000076293945,11.25,1,mfa_primary_unique_word_overlap_auto_qc_pass
209,-THoVjtIkeU$_$12,32,believe,157,164,33,believe,1,1,11.25,11.829999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
210,-THoVjtIkeU$_$12,33,in,165,167,34,in,1,1,11.829999923706055,12.039999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
211,-THoVjtIkeU$_$12,34,youth,168,173,35,youth,1,1,12.039999961853027,12.470000267028809,1,mfa_primary_unique_word_overlap_auto_qc_pass
212,-THoVjtIkeU$_$12,35,they,175,179,37,they,1,1,13.09000015258789,13.220000267028809,1,mfa_primary_unique_word_overlap_auto_qc_pass
213,-THoVjtIkeU$_$12,36,will,180,184,38,will,1,1,13.220000267028809,13.3100004196167,1,mfa_primary_unique_word_overlap_auto_qc_pass
214,-THoVjtIkeU$_$12,37,believe,185,192,39,believe,1,1,13.3100004196167,13.579999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
215,-THoVjtIkeU$_$12,38,in,193,195,40,in,1,1,13.579999923706055,13.65999984741211,1,mfa_primary_unique_word_overlap_auto_qc_pass
216,-THoVjtIkeU$_$12,39,themselves,196,206,41,themselves,1,1,13.65999984741211,14.289999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
217,-THoVjtIkeU$_$2,1,I,0,1,1,i,1,1,0.029999999329447746,0.09000000357627869,1,mfa_primary_exact_transcript_auto_qc_pass
218,-THoVjtIkeU$_$2,2,think,2,7,2,think,1,1,0.09000000357627869,0.46000000834465027,1,mfa_primary_exact_transcript_auto_qc_pass
219,-THoVjtIkeU$_$2,3,social,8,14,3,social,1,1,0.46000000834465027,0.9100000262260437,1,mfa_primary_exact_transcript_auto_qc_pass
220,-THoVjtIkeU$_$2,4,justice,15,22,4,justice,1,1,1.1299999952316284,1.690000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
221,-THoVjtIkeU$_$2,5,is,23,25,5,is,1,1,1.690000057220459,1.9199999570846558,1,mfa_primary_exact_transcript_auto_qc_pass
222,-THoVjtIkeU$_$2,6,extremely,26,35,6,extremely,1,1,1.9199999570846558,2.359999895095825,1,mfa_primary_exact_transcript_auto_qc_pass
223,-THoVjtIkeU$_$2,7,important,36,45,7,important,1,1,2.359999895095825,2.819999933242798,1,mfa_primary_exact_transcript_auto_qc_pass
224,-THoVjtIkeU$_$2,8,for,46,49,8,for,1,1,2.819999933242798,3.0199999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
225,-THoVjtIkeU$_$2,9,young,50,55,9,young,1,1,3.0199999809265137,3.259999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
226,-THoVjtIkeU$_$2,10,people,56,62,10,people,1,1,3.259999990463257,3.7200000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
227,-THoVjtIkeU$_$6,1,You,0,3,1,you,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
228,-THoVjtIkeU$_$6,2,know,4,8,2,know,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
229,-THoVjtIkeU$_$6,3,that,9,13,3,that,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
230,-THoVjtIkeU$_$6,4,I,14,15,4,i,1,1,0.28999999165534973,0.3199999928474426,1,mfa_primary_unique_word_overlap_auto_qc_pass
231,-THoVjtIkeU$_$6,5,think,16,21,5,think,1,1,0.49000000953674316,0.8999999761581421,1,mfa_primary_unique_word_overlap_auto_qc_pass
232,-THoVjtIkeU$_$6,6,listening,22,31,6,listening,1,1,1.3799999952316284,1.899999976158142,1,mfa_primary_unique_word_overlap_auto_qc_pass
233,-THoVjtIkeU$_$6,7,to,32,34,7,to,1,1,1.899999976158142,2.0199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
234,-THoVjtIkeU$_$6,8,young,35,40,8,young,1,1,2.0199999809265137,2.25,1,mfa_primary_unique_word_overlap_auto_qc_pass
235,-THoVjtIkeU$_$6,9,people,41,47,9,people,1,1,2.25,2.609999895095825,1,mfa_primary_unique_word_overlap_auto_qc_pass
236,-THoVjtIkeU$_$6,10,taking,49,55,11,taking,1,1,2.609999895095825,3.0399999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
237,-THoVjtIkeU$_$6,11,in,56,58,12,in,1,1,3.0399999618530273,3.2100000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
238,-THoVjtIkeU$_$6,12,what,59,63,13,what,1,1,3.2100000381469727,3.390000104904175,1,mfa_primary_unique_word_overlap_auto_qc_pass
239,-THoVjtIkeU$_$6,13,they,64,68,14,they,1,1,3.390000104904175,3.5199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
240,-THoVjtIkeU$_$6,14,have,69,73,15,have,1,1,3.5199999809265137,3.740000009536743,1,mfa_primary_unique_word_overlap_auto_qc_pass
241,-THoVjtIkeU$_$6,15,to,74,76,16,to,1,1,3.740000009536743,3.859999895095825,1,mfa_primary_unique_word_overlap_auto_qc_pass
242,-THoVjtIkeU$_$6,16,say,77,80,17,say,1,1,3.859999895095825,4.159999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
243,-THoVjtIkeU$_$6,17,because,81,88,18,because,1,1,4.159999847412109,4.489999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
244,-THoVjtIkeU$_$6,18,what,89,93,19,what,1,1,4.829999923706055,5.0,1,mfa_primary_unique_word_overlap_auto_qc_pass
245,-THoVjtIkeU$_$6,19,we,94,96,20,we,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
246,-THoVjtIkeU$_$6,20,have,97,101,21,have,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
247,-THoVjtIkeU$_$6,21,seen,102,106,22,seen,1,1,5.179999828338623,5.460000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
248,-THoVjtIkeU$_$6,22,all,107,110,23,all,1,1,5.460000038146973,5.710000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
249,-THoVjtIkeU$_$6,23,around,111,117,24,around,1,1,5.710000038146973,5.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
250,-THoVjtIkeU$_$6,24,the,118,121,25,the,1,1,5.940000057220459,6.019999980926514,1,mfa_primary_unique_word_overlap_auto_qc_pass
251,-THoVjtIkeU$_$6,25,world,122,127,26,world,1,1,6.019999980926514,6.409999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
252,-THoVjtIkeU$_$6,26,is,128,130,27,is,1,1,6.449999809265137,6.579999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
253,-THoVjtIkeU$_$6,27,the,131,134,28,the,1,1,6.579999923706055,6.650000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
254,-THoVjtIkeU$_$6,28,power,135,140,29,power,1,1,6.650000095367432,7.070000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
255,-THoVjtIkeU$_$6,29,of,141,143,30,of,1,1,7.070000171661377,7.190000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
256,-THoVjtIkeU$_$6,30,youth,144,149,31,youth,1,1,7.190000057220459,7.599999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
257,-UuX1xuaiiE$_$1,1,And,1,4,2,and,1,1,0.4399999976158142,0.5899999737739563,1,mfa_primary_exact_transcript_auto_qc_pass
258,-UuX1xuaiiE$_$1,2,all,5,8,3,all,1,1,0.5899999737739563,0.8199999928474426,1,mfa_primary_exact_transcript_auto_qc_pass
259,-UuX1xuaiiE$_$1,3,of,9,11,4,of,1,1,0.8199999928474426,0.9200000166893005,1,mfa_primary_exact_transcript_auto_qc_pass
260,-UuX1xuaiiE$_$1,4,them,12,16,5,them,1,1,0.9200000166893005,1.1100000143051147,1,mfa_primary_exact_transcript_auto_qc_pass
261,-UuX1xuaiiE$_$1,5,are,17,20,6,are,1,1,1.1100000143051147,1.2799999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
262,-UuX1xuaiiE$_$1,6,really,21,27,7,really,1,1,1.2799999713897705,1.6399999856948853,1,mfa_primary_exact_transcript_auto_qc_pass
263,-UuX1xuaiiE$_$1,7,being,28,33,8,being,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
264,-UuX1xuaiiE$_$1,8,able,34,38,9,able,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
265,-UuX1xuaiiE$_$1,9,to,39,41,10,to,1,1,2.7300000190734863,2.890000104904175,1,mfa_primary_exact_transcript_auto_qc_pass
266,-UuX1xuaiiE$_$1,10,explore,42,49,11,explore,1,1,2.890000104904175,3.680000066757202,1,mfa_primary_exact_transcript_auto_qc_pass
267,-UuX1xuaiiE$_$1,11,these,51,56,13,these,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
268,-UuX1xuaiiE$_$1,12,different,57,66,14,different,1,1,4.53000020980835,4.860000133514404,1,mfa_primary_exact_transcript_auto_qc_pass
269,-UuX1xuaiiE$_$1,13,areas,67,72,15,areas,1,1,4.860000133514404,5.179999828338623,1,mfa_primary_exact_transcript_auto_qc_pass
270,-UuX1xuaiiE$_$1,14,in,73,75,16,in,1,1,5.460000038146973,6.0,1,mfa_primary_exact_transcript_auto_qc_pass
271,-UuX1xuaiiE$_$1,15,depth,76,81,17,depth,1,1,6.0,6.440000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
272,-UuX1xuaiiE$_$1,16,in,83,85,19,in,1,1,6.440000057220459,6.630000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
273,-UuX1xuaiiE$_$1,17,a,86,87,20,a,1,1,6.630000114440918,6.699999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
274,-UuX1xuaiiE$_$1,18,way,88,91,21,way,1,1,6.699999809265137,6.96999979019165,1,mfa_primary_exact_transcript_auto_qc_pass
275,-UuX1xuaiiE$_$1,19,that,92,96,22,that,1,1,6.96999979019165,7.28000020980835,1,mfa_primary_exact_transcript_auto_qc_pass
276,-UuX1xuaiiE$_$1,20,really,97,103,23,really,1,1,7.28000020980835,7.489999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
277,-UuX1xuaiiE$_$1,21,wasn't,104,110,24;25;26,wasn ' t,3,1,7.489999771118164,7.820000171661377,1,mfa_primary_exact_transcript_auto_qc_pass
278,-UuX1xuaiiE$_$1,22,available,111,120,27,available,1,1,7.820000171661377,8.289999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
279,-UuX1xuaiiE$_$1,23,before,122,128,29,before,1,1,8.289999961853027,8.699999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
280,-UuX1xuaiiE$_$1,24,the,129,132,30,the,1,1,8.699999809265137,8.789999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
281,-UuX1xuaiiE$_$1,25,center,133,139,31,center,1,1,8.789999961853027,9.180000305175781,1,mfa_primary_exact_transcript_auto_qc_pass
282,-UuX1xuaiiE$_$1,26,was,140,143,32,was,1,1,9.180000305175781,9.350000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
283,-UuX1xuaiiE$_$1,27,here,144,148,33,here,1,1,9.350000381469727,9.779999732971191,1,mfa_primary_exact_transcript_auto_qc_pass
284,-UuX1xuaiiE$_$0,1,it's,1,5,2;3;4,it ' s,3,1,0.0,0.14000000059604645,1,mfa_primary_exact_transcript_auto_qc_pass
285,-UuX1xuaiiE$_$0,2,amazing,6,13,5,amazing,1,1,0.14000000059604645,0.800000011920929,1,mfa_primary_exact_transcript_auto_qc_pass
286,-UuX1xuaiiE$_$0,3,to,14,16,6,to,1,1,0.800000011920929,1.100000023841858,1,mfa_primary_exact_transcript_auto_qc_pass
287,-UuX1xuaiiE$_$0,4,see,17,20,7,see,1,1,1.100000023841858,1.2799999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
288,-UuX1xuaiiE$_$0,5,their,21,26,8,their,1,1,1.2799999713897705,1.4800000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
289,-UuX1xuaiiE$_$0,6,enthusiasm,27,37,9,enthusiasm,1,1,1.4800000190734863,2.2899999618530273,1,mfa_primary_exact_transcript_auto_qc_pass
290,-UuX1xuaiiE$_$0,7,and,38,41,10,and,1,1,2.2899999618530273,2.4100000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
291,-UuX1xuaiiE$_$0,8,their,42,47,11,their,1,1,2.4100000858306885,2.5,1,mfa_primary_exact_transcript_auto_qc_pass
292,-UuX1xuaiiE$_$0,9,passion,48,55,12,passion,1,1,2.5,3.359999895095825,1,mfa_primary_exact_transcript_auto_qc_pass
293,-UuX1xuaiiE$_$3,1,My,0,2,1,my,1,1,0.0,0.6600000262260437,1,mfa_primary_exact_transcript_auto_qc_pass
294,-UuX1xuaiiE$_$3,2,goal,3,7,2,goal,1,1,0.6899999976158142,1.0199999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
295,-UuX1xuaiiE$_$3,3,is,8,10,3,is,1,1,1.0199999809265137,1.3700000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
296,-UuX1xuaiiE$_$3,4,to,11,13,4,to,1,1,1.3700000047683716,1.649999976158142,1,mfa_primary_exact_transcript_auto_qc_pass
297,-UuX1xuaiiE$_$3,5,become,14,20,5,become,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
298,-UuX1xuaiiE$_$3,6,a,21,22,6,a,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
299,-UuX1xuaiiE$_$3,7,human,23,28,7,human,1,1,2.619999885559082,2.9200000762939453,1,mfa_primary_exact_transcript_auto_qc_pass
300,-UuX1xuaiiE$_$3,8,rights,29,35,8,rights,1,1,2.9200000762939453,3.2300000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
301,-UuX1xuaiiE$_$3,9,lawyer,36,42,9,lawyer,1,1,3.2300000190734863,3.680000066757202,1,mfa_primary_exact_transcript_auto_qc_pass
302,-UuX1xuaiiE$_$6,1,I,0,1,1,i,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
303,-UuX1xuaiiE$_$6,2,ended,2,7,2,ended,1,1,0.6399999856948853,0.800000011920929,1,mfa_primary_unique_word_overlap_auto_qc_pass
304,-UuX1xuaiiE$_$6,3,up,8,10,3,up,1,1,0.800000011920929,0.8899999856948853,1,mfa_primary_unique_word_overlap_auto_qc_pass
305,-UuX1xuaiiE$_$6,4,going,11,16,4,going,1,1,0.8899999856948853,1.1299999952316284,1,mfa_primary_unique_word_overlap_auto_qc_pass
306,-UuX1xuaiiE$_$6,5,to,17,19,5,to,1,1,1.1299999952316284,1.2100000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
307,-UuX1xuaiiE$_$6,6,work,20,24,6,work,1,1,1.2100000381469727,1.4700000286102295,1,mfa_primary_unique_word_overlap_auto_qc_pass
308,-UuX1xuaiiE$_$6,7,for,25,28,7,for,1,1,1.4700000286102295,1.809999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
309,-UuX1xuaiiE$_$6,8,the,29,32,8,the,1,1,1.809999942779541,1.909999966621399,1,mfa_primary_unique_word_overlap_auto_qc_pass
310,-UuX1xuaiiE$_$6,9,US,33,35,9,us,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
311,-UuX1xuaiiE$_$6,10,government,36,46,10,government,1,1,2.2100000381469727,2.7699999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
312,-UuX1xuaiiE$_$6,11,as,47,49,11,as,1,1,2.7699999809265137,2.9700000286102295,1,mfa_primary_unique_word_overlap_auto_qc_pass
313,-UuX1xuaiiE$_$6,12,an,50,52,12,an,1,1,2.9700000286102295,3.0399999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
314,-UuX1xuaiiE$_$6,13,intelligence,53,65,13,intelligence,1,1,3.0399999618530273,3.509999990463257,1,mfa_primary_unique_word_overlap_auto_qc_pass
315,-UuX1xuaiiE$_$6,14,analyst,66,73,14,analyst,1,1,3.509999990463257,4.110000133514404,1,mfa_primary_unique_word_overlap_auto_qc_pass
316,-UuX1xuaiiE$_$6,15,specializing,75,87,16,specializing,1,1,4.949999809265137,5.639999866485596,1,mfa_primary_unique_word_overlap_auto_qc_pass
317,-UuX1xuaiiE$_$6,16,in,88,90,17,in,1,1,5.639999866485596,5.920000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
318,-UuX1xuaiiE$_$6,17,war,91,94,18,war,1,1,5.920000076293945,6.070000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
319,-UuX1xuaiiE$_$6,18,crimes,95,101,19,crimes,1,1,6.070000171661377,6.400000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
320,-UuX1xuaiiE$_$6,19,and,102,105,20,and,1,1,6.400000095367432,6.489999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
321,-UuX1xuaiiE$_$6,20,human,106,111,21,human,1,1,6.489999771118164,6.679999828338623,1,mfa_primary_unique_word_overlap_auto_qc_pass
322,-UuX1xuaiiE$_$6,21,rights,112,118,22,rights,1,1,6.679999828338623,6.929999828338623,1,mfa_primary_unique_word_overlap_auto_qc_pass
323,-UuX1xuaiiE$_$6,22,issues,119,125,23,issues,1,1,6.929999828338623,7.420000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
324,-a55Q6RWvTA$_$3,1,And,0,3,1,and,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
325,-a55Q6RWvTA$_$3,2,if,4,6,2,if,1,1,0.9300000071525574,1.2100000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
326,-a55Q6RWvTA$_$3,3,you,7,10,3,you,1,1,1.2100000381469727,1.350000023841858,1,mfa_primary_exact_transcript_auto_qc_pass
327,-a55Q6RWvTA$_$3,4,clip,11,15,4,clip,1,1,1.350000023841858,1.7200000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
328,-a55Q6RWvTA$_$3,5,coupons,16,23,5;6,coup ##ons,2,1,1.7200000286102295,2.630000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
329,-a55Q6RWvTA$_$3,6,if,25,27,8,if,1,1,2.630000114440918,2.8299999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
330,-a55Q6RWvTA$_$3,7,you,28,31,9,you,1,1,2.8299999237060547,2.9100000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
331,-a55Q6RWvTA$_$3,8,don't,32,37,10;11;12,don ' t,3,1,2.9100000858306885,3.2799999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
332,-a55Q6RWvTA$_$3,9,go,38,40,13,go,1,1,3.2799999713897705,3.4700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
333,-a55Q6RWvTA$_$3,10,out,41,44,14,out,1,1,3.4700000286102295,3.690000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
334,-a55Q6RWvTA$_$3,11,for,45,48,15,for,1,1,3.690000057220459,3.859999895095825,1,mfa_primary_exact_transcript_auto_qc_pass
335,-a55Q6RWvTA$_$3,12,dinner,49,55,16,dinner,1,1,3.859999895095825,4.380000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
336,-a55Q6RWvTA$_$3,13,and,56,59,17,and,1,1,4.380000114440918,4.639999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
337,-a55Q6RWvTA$_$3,14,movies,60,66,18,movies,1,1,4.639999866485596,5.210000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
338,-a55Q6RWvTA$_$3,15,and,67,70,19,and,1,1,5.210000038146973,5.380000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
339,-a55Q6RWvTA$_$3,16,things,71,77,20,things,1,1,5.380000114440918,5.590000152587891,1,mfa_primary_exact_transcript_auto_qc_pass
340,-a55Q6RWvTA$_$3,17,of,78,80,21,of,1,1,5.590000152587891,5.650000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
341,-a55Q6RWvTA$_$3,18,that,81,85,22,that,1,1,5.650000095367432,5.820000171661377,1,mfa_primary_exact_transcript_auto_qc_pass
342,-a55Q6RWvTA$_$3,19,nature,86,92,23,nature,1,1,5.820000171661377,6.429999828338623,1,mfa_primary_exact_transcript_auto_qc_pass
343,-a55Q6RWvTA$_$3,20,and,93,96,24,and,1,1,6.869999885559082,7.119999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
344,-a55Q6RWvTA$_$3,21,try,97,100,25,try,1,1,7.119999885559082,7.329999923706055,1,mfa_primary_exact_transcript_auto_qc_pass
345,-a55Q6RWvTA$_$3,22,to,101,103,26,to,1,1,7.329999923706055,7.429999828338623,1,mfa_primary_exact_transcript_auto_qc_pass
346,-a55Q6RWvTA$_$3,23,take,104,108,27,take,1,1,7.429999828338623,7.679999828338623,1,mfa_primary_exact_transcript_auto_qc_pass
347,-a55Q6RWvTA$_$3,24,up,109,111,28,up,1,1,7.679999828338623,7.869999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
348,-a55Q6RWvTA$_$3,25,things,112,118,29,things,1,1,7.869999885559082,8.3100004196167,1,mfa_primary_exact_transcript_auto_qc_pass
349,-a55Q6RWvTA$_$3,26,in,119,121,30,in,1,1,8.3100004196167,8.40999984741211,1,mfa_primary_exact_transcript_auto_qc_pass
350,-a55Q6RWvTA$_$3,27,life,122,126,31,life,1,1,8.40999984741211,8.84000015258789,1,mfa_primary_exact_transcript_auto_qc_pass
351,-a55Q6RWvTA$_$3,28,that,127,131,32,that,1,1,8.84000015258789,9.039999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
352,-a55Q6RWvTA$_$3,29,well,133,137,34,well,1,1,9.039999961853027,9.359999656677246,1,mfa_primary_exact_transcript_auto_qc_pass
353,-a55Q6RWvTA$_$3,30,they,139,143,36,they,1,1,9.359999656677246,9.59000015258789,1,mfa_primary_exact_transcript_auto_qc_pass
354,-a55Q6RWvTA$_$3,31,always,144,150,37,always,1,1,9.59000015258789,9.899999618530273,1,mfa_primary_exact_transcript_auto_qc_pass
355,-a55Q6RWvTA$_$3,32,say,151,154,38,say,1,1,9.899999618530273,10.170000076293945,1,mfa_primary_exact_transcript_auto_qc_pass
356,-a55Q6RWvTA$_$3,33,the,157,160,41,the,1,1,10.170000076293945,10.270000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
357,-a55Q6RWvTA$_$3,34,best,161,165,42,best,1,1,10.270000457763672,10.579999923706055,1,mfa_primary_exact_transcript_auto_qc_pass
358,-a55Q6RWvTA$_$3,35,things,166,172,43,things,1,1,10.579999923706055,10.800000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
359,-a55Q6RWvTA$_$3,36,in,173,175,44,in,1,1,10.800000190734863,10.880000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
360,-a55Q6RWvTA$_$3,37,life,176,180,45,life,1,1,10.880000114440918,11.220000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
361,-a55Q6RWvTA$_$3,38,are,181,184,46,are,1,1,11.220000267028809,11.300000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
362,-a55Q6RWvTA$_$3,39,free,185,189,47,free,1,1,11.300000190734863,11.850000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
363,-a55Q6RWvTA$_$3,40,Reading,192,199,50,reading,1,1,12.359999656677246,12.720000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
364,-a55Q6RWvTA$_$3,41,a,200,201,51,a,1,1,12.720000267028809,12.789999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
365,-a55Q6RWvTA$_$3,42,book,202,206,52,book,1,1,12.789999961853027,13.210000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
366,-a55Q6RWvTA$_$3,43,going,208,213,54,going,1,1,13.739999771118164,14.300000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
367,-a55Q6RWvTA$_$3,44,for,214,217,55,for,1,1,14.300000190734863,14.4399995803833,1,mfa_primary_exact_transcript_auto_qc_pass
368,-a55Q6RWvTA$_$3,45,a,218,219,56,a,1,1,14.4399995803833,14.470000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
369,-a55Q6RWvTA$_$3,46,nice,220,224,57,nice,1,1,14.470000267028809,14.680000305175781,1,mfa_primary_exact_transcript_auto_qc_pass
370,-a55Q6RWvTA$_$3,47,walk,225,229,58,walk,1,1,14.680000305175781,15.140000343322754,1,mfa_primary_exact_transcript_auto_qc_pass
